X1,X2,X3,X4,X5,X6,X7,X8,Y
0.76,774.33,289.29,213.07,5.85,3.94,0.18,0.6,46.03
0.91,624.8,331.16,180.6,6.99,3.61,0.37,1.61,57.03
0.73,694.71,257.77,144.65,6.57,2.59,0.07,0.41,59.94
0.8,676.69,317.09,137.59,4.48,3.46,0.22,3.61,79.31
0.69,548.95,287.26,171.62,5.92,3.44,0.38,1.94,45.25
0.67,732.82,323.11,206.12,5.11,4.4,0.34,0.88,53.77
0.92,637.71,248.76,204.63,4.74,4.46,0.1,0.09,25.69
0.71,592.1,302.88,214.62,4.46,3.21,0.07,2.22,22.85
0.62,754.37,373.69,136.61,6.49,4.42,0.22,2.07,103.74
0.77,751.56,332.29,185.99,6.7,4.41,0.12,4.14,72.53
0.93,781.04,318.42,205.85,5.85,3.77,0.03,0.32,57.01
0.9,785.36,302.55,147.79,6.01,2.22,0.14,2.57,81.32
0.65,578.68,353.65,128.86,6.21,2.89,0.01,2.86,79.44
0.64,752.82,354.88,189,5.85,3.15,0.05,0.4,68.72
0.84,606.28,408.72,153.12,6.42,2.88,0.07,4.88,84.68
0.81,535.24,285.23,164.59,5.83,4.04,0.34,2.91,43.15
0.85,773.05,319.13,139.3,5.37,3.66,0.05,4.39,90.83
0.85,601.23,404.03,146.93,6.39,4.26,0.16,1.1,84.84
0.85,629.17,406.15,161.84,6.2,3.04,0.37,0.14,76.83
0.93,691.55,394.58,173.86,5.38,2.86,0.03,3.63,77.16
0.71,781.56,358.44,196.68,4.96,3.9,0.07,1.77,68.27
0.76,658.74,277.97,196.92,3.85,4.97,0.27,0.46,33.54
0.96,550.96,264.38,134.02,5.72,3.71,0.09,2.27,54.74
0.7,603.97,408.36,188.42,6.64,3.71,0.38,1.34,66.32
0.74,649.47,261.95,140.32,6.27,4.49,0.33,4.1,68.41
0.8,718.13,362.94,156.16,6.33,3.81,0.33,4.17,87.49
0.76,647.53,278.41,211.83,4.79,2.72,0.25,3.47,25.85
0.89,750.8,333.19,179.52,5.11,4.9,0.36,4.76,74.5
0.94,741.8,390.9,170.05,6.36,3.36,0.17,1.22,85.37
0.76,664.6,352.77,149.8,6.37,2.31,0.21,3.26,81.17
0.91,686.91,258.77,205.65,5.73,4.96,0.16,1.46,34.67
0.96,554.43,337.93,157.66,5.94,3.79,0.07,4.97,61.82
0.8,793.93,285.19,147.67,5.7,3.23,0.39,4.91,85.15
0.68,571.99,286.34,118.24,6.15,2.57,0.03,3.07,69.1
0.88,753.73,407.67,163.46,5.71,2.26,0.39,1.86,91.76
0.74,564.8,267.57,145.36,4.95,4.24,0.15,1.16,49.79
0.64,801.81,380.82,208.76,5.64,4.13,0.18,3.6,76.85
0.73,540.24,275.78,146.15,5.77,4.99,0.16,3.14,53.18
0.74,547.14,346.28,143.03,5.72,3.05,0.09,4.79,67.24
0.76,803.13,412.74,218.78,6.55,2.94,0.15,0.97,72.71
0.77,676.68,288.69,217.13,3.74,3.3,0.26,4.1,30.88
0.8,693.43,296.7,190,6.92,2.77,0.11,0.41,46.12
0.77,586.76,382.47,134.78,6.64,4.91,0.36,2.63,88.67
0.96,693.54,313.53,191.14,3.75,2.08,0.16,2.14,48.51
0.85,726.03,335.91,168.52,4.14,4.09,0.12,3.88,76.25
0.93,803.04,348.64,115.75,4.65,2.51,0.01,0.95,104.63
0.81,647.48,247.41,159.82,5.02,4.45,0.08,3.18,49.19
0.91,578.17,346.16,198.52,5.51,2.28,0.01,4.07,40.99
0.83,536.86,278.3,183.33,5.81,3.96,0.26,1.52,31.87
0.76,771.72,294.84,140.61,4.74,2.18,0.08,1.86,80.98
0.65,719.61,289.23,148.62,4.64,4.28,0.25,4.6,72.98
0.63,663.66,379.25,157.62,4.13,3.75,0.25,3.15,78.08
0.9,803.52,371.35,178.09,4.71,3.19,0.15,2.81,84.89
0.72,569.09,317.26,168.29,4.7,4.99,0.24,0.9,50.03
0.74,553.1,268.94,178.52,4.37,2.35,0.2,0.77,32.31
0.96,731.39,295.79,179.57,4.48,2.52,0.18,3.6,58.98
0.83,800.25,307.79,202.46,6.82,4.68,0,0.59,61.42
0.66,653.23,414.8,127.74,4.02,3.35,0.11,2.56,98.04
0.78,696.91,269.48,210.01,3.76,2.1,0.08,0.74,29.11
0.89,623.69,282.34,217.94,5.33,2.22,0.05,0.95,24.42
0.7,719.51,360.74,209.32,6.29,4.28,0.19,4.41,58.38
0.82,666.59,339.68,170.4,5.38,4.14,0.07,2.54,66.15
0.86,681.65,386.76,161.35,5.28,3.16,0.18,1.01,76.57
0.91,636.96,413.76,217.76,4.79,3.87,0.03,2.98,51.21
0.79,734.64,246.72,175.83,4.63,4.26,0.25,0.46,45
0.87,707.1,363.87,146.35,5.63,3.04,0.03,3.62,91.62
0.69,551.46,406.7,168.19,5.25,2.71,0.38,2.68,67.43
0.74,699.54,307.59,209.69,4.02,3.51,0.32,4.56,39.91
0.76,618.08,294.01,182.32,5.66,3.29,0.32,3.71,43.98
0.83,577.41,335.27,179.21,6.89,3.51,0.29,4.43,55.44
0.93,608.69,294.26,118.52,6.39,3.98,0.12,3.07,77.23
0.64,533.03,255.9,188.91,3.68,2.03,0.36,2.38,18.5
0.74,676.24,255.34,150.64,6.36,4.94,0.03,4.3,64.67
0.9,584.58,396.72,195.54,6.43,3.41,0.1,0.68,54.84
0.89,640.73,390.02,173.41,6.98,2.23,0.01,0.74,66.46
0.9,728.52,286.76,159.33,4.94,4.84,0.38,1.72,65.76
0.94,683.44,278.56,214.81,6.29,4.06,0.31,0.31,30.3
0.92,756.43,306.67,166.96,6.12,2.84,0.1,1.68,69.31
0.73,542.13,352.38,193.5,3.61,3.36,0.04,0.66,34.59
0.82,724.32,300.36,208.61,6.62,4.23,0.38,1.69,47.72
0.86,603.77,286.7,172.18,5.61,2.68,0.07,0.54,43.03
0.8,781.36,280.67,200.55,4.07,4.26,0.19,3.02,51.27
0.69,624.44,256.08,121.72,5.27,2.83,0.14,3.63,66.66
0.65,638.16,322.76,201.78,4.97,3.64,0.37,1.65,42.07
0.88,780.64,398.75,213.89,5.22,3.29,0.31,4.31,71.11
0.64,777.55,285.52,169.64,3.96,2.66,0.33,4.33,69.74
0.96,547.58,350.89,120.52,4.47,2.97,0.13,0.2,73.81
0.69,731.18,385.97,185.9,6.08,3.52,0.36,3.92,77.71
0.93,761.44,399.61,150.3,6.98,2.18,0.31,4.83,104.92
0.67,572.47,318.19,212.13,4.97,3.41,0.22,2.03,27.59
0.84,669.67,332.52,192.71,5.18,3.56,0.31,1.23,55.02
0.72,774.22,393.73,174.96,5.57,3.84,0.39,0.63,84.85
0.84,705.98,342.62,120.25,4.57,2.88,0.27,0.82,90.54
0.76,765.5,274.94,186.41,6.77,4.91,0.23,1.41,57.09
0.95,634.32,313.25,144.05,6.69,4.6,0.06,0.86,70.14
0.92,664.55,251.3,159.55,6.53,5,0,0.42,51.83
0.88,658.14,412.21,194.64,6.31,2.93,0.18,1.95,65.21
0.87,557.5,280.77,181,3.78,2.43,0.31,4.12,31.24
0.67,709.57,250.78,112.51,6.96,2.85,0.21,1.26,79.86
0.8,643.13,365.27,131.85,4.51,2.62,0.09,0.53,86.47
0.84,753.78,375.15,146.93,5.76,4.57,0.37,1.5,93.28
0.96,765.4,313.43,172.19,4.72,2.82,0.17,1.25,70.11
0.7,603.74,401.15,168.5,4.52,2.81,0,1.81,64.29
0.69,586.01,293.16,125.12,6.71,2.7,0.29,2.44,67.48
0.88,673.74,387.75,124.29,6.31,4.84,0.28,3.49,104.51
0.75,522.96,292.26,120.29,3.84,4.46,0.12,3.53,60.1
0.73,569.06,325.82,143.67,5.85,4.89,0,0.8,61.52
0.7,528.93,305.53,173.12,6.33,4.6,0.32,1.19,43.32
0.74,599.09,245.61,172.79,4.72,2.33,0.15,4.1,36.07
0.96,753.66,370.04,209.65,4.6,4.17,0.06,2.68,58.22
0.84,615.66,287.1,207.73,5.2,3.64,0.38,0.05,25.45
0.63,777.27,247.55,165.4,4.18,2.94,0.06,1.3,56.64
0.93,524.21,311.76,122.3,6.84,2.01,0.01,3.62,69.42
0.95,626.1,361.04,214.1,4.75,3.8,0.16,1.43,43.97
0.96,658.28,410.32,174.31,6.83,4.96,0.1,1.54,80.76
0.79,527,354.1,123.47,5.74,4.23,0.29,4.12,76.14
0.76,590.63,405.54,205.22,6.28,2.36,0.05,1.85,52.6
0.98,518.97,409.64,195.19,6.59,3.65,0.25,3.94,55.12
0.84,520.27,334.06,177.03,5.7,4.18,0.06,0.31,42.64
0.8,591.36,360.34,173.73,5.33,2.88,0.14,2.66,60.11
0.73,535.07,248.94,141.82,4.24,2.02,0.24,4.67,44.7
0.62,569.99,347.57,164.29,4.39,4.1,0.05,1.31,56.24
0.7,586.57,315.16,157.23,5.7,2.86,0.19,2.68,59.67
0.81,686.64,379,202.3,6.98,3.31,0.24,2.55,61.95
0.71,753.21,326.92,164.65,4.66,3.81,0.34,3.37,77.55
0.64,615.67,340.21,137.47,3.71,5,0.29,3.45,77.46
0.73,648.35,342.8,137.34,5.05,2.99,0.14,2.1,78.5
0.93,669.56,395.76,179.79,5.2,2.12,0.08,3.21,68.08
0.74,627.47,411.52,171.64,6.43,3.56,0.26,4.48,74.38
0.63,775.92,356.64,150.3,3.77,4.89,0.17,0.44,88.4
0.66,663.96,298.53,208.04,5.76,2.27,0.15,2.82,39.45
0.66,788.75,294.74,148.41,6.73,3.98,0.01,1.15,81.66
0.68,555.51,405.13,215.18,3.6,3.13,0.05,2.32,37.2
0.88,707.72,325.7,143.9,6.65,4.61,0.06,4.55,87.65
0.79,586.67,396.63,202.92,6.88,4.04,0.09,0.58,51.58
0.7,579.2,352.03,164.42,5.19,2.66,0.2,4.18,59.77
0.86,652.94,399.84,210.16,6.87,3.54,0.34,2.61,60.01
0.9,556.4,255.47,195.02,4.15,2.44,0.1,4.58,22.68
0.72,614.45,389.26,151.45,6.04,3.82,0.38,0.9,79.69
0.84,777.63,265.73,190.23,6.27,3.26,0,1.69,55.88
0.77,720.37,332.44,155.29,6.3,4.81,0.1,0.19,79.54
0.86,568.73,252.22,196.06,5.05,3.74,0.34,2.58,23.62
0.62,753.04,250.02,129.94,5.38,3.67,0.28,3.2,76.82
0.93,760.94,324,123.61,5.31,4.02,0.12,3.3,101.24
0.78,568.51,357.6,214.11,4.51,3.99,0.01,4.99,35.3
0.66,612.64,380.65,205.85,4.83,4.32,0.04,0.72,44.63
0.72,743.52,306.88,136.87,5.48,3.73,0.06,0.17,80.74
0.64,620.84,347.14,168.44,5.97,3.88,0.35,2.46,61.65
0.85,562.64,344.03,205,6.28,3.48,0.13,2.58,41.29
0.7,675.28,399.43,153.49,4.91,3.13,0.28,0.68,83.91
0.73,642,293.7,133.1,6.52,4.39,0.35,1.58,75.35
0.81,765.73,348.57,176.03,6.78,3.73,0.37,0.77,75.97
0.76,641.57,404.9,124.4,5.14,2.89,0.32,2.52,97.66
0.85,543.68,345.61,168.4,6.05,4.5,0.04,2.94,52.14
0.86,522.57,291.29,193.08,6.82,2.1,0.36,3.99,28.47
0.94,529.63,315.21,165.2,4,4.11,0.18,3.13,46.53
0.69,702.5,415.11,210.5,3.72,2.98,0.24,0.79,56.15
0.7,519.28,291.36,216.91,5.02,2.46,0.38,1.98,12.89
0.96,662.46,386.92,202.07,6.51,2.15,0.35,0.76,56.24
0.96,590.72,374.3,136.22,3.67,3.48,0.31,0.63,75.85
0.78,525.18,279.04,166.55,6.49,4.29,0.16,2.88,43.58
0.64,609.87,263.72,217.95,6.81,2.67,0.26,3.25,21.92
0.8,729.34,394.72,184.58,4.41,2.34,0.08,2.69,72.44
0.7,696.98,288.7,181.07,4.9,2.67,0.02,4.92,50.56
0.74,752.01,263.73,206.17,5.24,2.25,0.07,2.2,41.33
0.63,720.07,351.67,157.73,5.57,3.04,0.03,3.8,82.16
0.69,661.81,378.86,139.93,6.9,3.18,0.22,3.35,90.75
0.8,777.67,380.97,214.9,6.95,3.72,0.23,2.13,67.69
0.8,622.03,249.33,197.46,4.23,4.59,0.35,0.66,25.6
0.81,750.94,334.51,120.34,5.58,3.89,0.17,4.56,103.11
0.88,784.5,297.04,165.36,4.25,3.88,0.37,1.63,68.3
0.97,545.09,349.87,174.3,6.45,4.72,0.18,4.96,56.38
0.72,682.9,315.54,176.84,4.6,3.36,0.1,3.5,59.25
0.92,550.77,245.14,181.66,5.22,2.71,0.24,0.69,25.6
0.7,806.53,319.75,206.12,5.18,2.27,0.18,3.45,60.55
0.93,794.53,297.14,210.83,6.65,3.72,0.17,1.06,54.22
0.76,751.81,381.24,175.47,6.31,2.79,0.32,2.62,80.68
0.91,621.55,413.01,125.68,6.82,4.93,0.29,3.64,101.27
0.94,567.88,304.88,143.8,5.27,2.38,0.27,0.42,58.95
0.66,519.55,286.68,150.02,5.75,2.85,0.09,4.06,47.08
0.73,723.43,300.89,127.62,3.72,4.95,0.35,1.33,84.99
0.65,659.62,252.51,172.61,5.59,3.45,0.11,1.87,43.33
0.84,790.87,303.56,120.76,5.72,2.06,0.34,4.08,101.02
0.92,590.85,382.73,207.91,4.1,4.2,0.22,3.62,44.13
0.62,630.18,260.8,169.59,3.64,2.33,0.23,0.06,38.46
0.83,660.19,324.27,194.52,6.58,2.71,0.32,1.63,48.96
0.76,699.41,337.8,188.09,5.39,3.82,0.02,1.81,59.21
0.74,616.72,319.25,172.79,4,4.86,0.1,0.53,47.93
0.66,788.08,268.31,187.02,3.69,2.36,0.03,3.72,54.49
0.87,783.49,246.92,121.38,6.92,3.75,0.33,1.17,84.79
0.84,750.42,289.99,121.49,3.82,4.41,0.06,3.25,90.19
0.76,636.83,343.88,206.21,6.89,2.01,0.21,2.5,47.9
0.67,747,284.57,142,6.39,2.56,0.34,0.3,80.56
0.85,624.91,405.55,191.76,4.5,2.9,0.18,4.31,62.59
0.98,801.48,304.97,176.5,6.08,2.29,0.21,2.9,71.84
0.63,747.46,325.91,152.1,3.81,4.83,0.08,1.7,75.93
0.69,708.42,245.05,166.75,4.07,3.49,0.12,1.02,50.71
0.88,564.9,385.46,163.11,3.87,3.83,0.19,3.96,63.73
0.65,620.07,278.02,197.9,3.5,3.25,0.11,3.8,30.98
0.77,784.25,409.27,164.87,4.18,2.78,0.28,1.01,90.48
0.76,680.57,265.88,209.29,4.39,2.16,0.1,2.06,30.24
0.82,661.65,331.82,218.92,4.75,2.01,0.39,0.34,37.03
0.76,751.7,386.96,181.24,3.71,2.52,0.17,3.99,82.28
0.93,629.18,262.41,216.49,4.17,2.5,0.22,3.21,20.42
0.95,684.39,383.37,114.45,5.61,3.29,0.05,4.83,111.06
0.65,661.04,305.11,167.43,6.82,3.92,0.37,3.85,63.53
0.62,807.95,251.82,197.48,6.6,2.14,0.28,4.95,54.05
0.88,533.78,289.75,141.31,3.53,4.96,0.01,3.9,55.6
0.79,663.32,309.89,167.66,5.43,2.77,0.3,3.83,60.5
0.91,548.62,248.19,151.55,4.4,2.01,0.17,2.39,39.18
0.64,660.46,365.45,145.28,4.62,3.18,0.11,3.13,83.49
0.79,550.2,319.06,116.72,6.04,4.91,0.01,4.53,76.59
0.96,535.97,299.91,118.12,4.77,3.19,0.38,1.19,66.41
0.68,709.26,286.55,184.8,4.93,2.03,0.02,1.7,45.88
0.95,786.74,400.75,116.98,6.24,2.65,0.4,1.14,120.15
0.82,721.05,411.72,150.33,5.12,2.57,0.33,3.18,93.54
0.7,747.61,249.42,137.69,5.8,2.33,0.13,3.85,72.78
0.95,642.9,328.81,201.09,3.89,2.61,0,4.34,45.12
0.91,596.33,317.31,187.58,6,4.93,0.17,2.38,44.82
0.75,739.48,339.15,211.33,5.64,2.81,0.1,4.08,55.13
0.76,685.48,344.39,172.2,4.26,3.72,0.33,2.55,67.3
0.81,610.24,288.19,134.31,6.03,4.44,0.25,0.76,65.95
0.82,597.36,246.68,162.49,4.64,4.61,0.06,4.59,46.83
0.79,615.78,378,113.03,4.53,3.25,0.27,3.87,93.22
0.88,537.51,276.97,122.27,3.63,3.04,0.36,1.49,59.53
0.84,784.06,359.63,210.03,4.77,3.51,0.28,4.49,63.92
0.89,715.29,363.82,115.06,3.81,4.58,0.14,0.71,101.07
0.68,552.63,314.62,163.97,5.1,4.11,0.15,2.7,50.56
0.63,554.93,387.55,180.16,4.35,3.9,0.05,0.22,53.12
0.65,652.56,308.22,184.85,6.72,2.93,0.17,1.96,52.93
0.8,673.83,354.54,115.26,4.24,3.95,0.07,3.05,97.85
0.92,750.11,369.23,120.64,6.35,3.43,0.36,2.65,106.24
0.71,659.54,389.96,176.48,5.09,3.01,0.26,2.59,67.97
0.63,631.07,334.42,114.62,4.95,4.15,0.31,4.38,89.3
0.86,718.58,294.13,138.87,4.76,2.01,0.02,4,76.33
0.92,535.26,286.51,182.52,4.32,2.68,0.36,2.06,30.84
0.85,539.65,292.55,148.19,5.59,2.2,0.18,1.59,49.93
0.89,516.25,267.24,183.57,6.35,2.94,0.12,4.42,30.25
0.75,734.12,345.28,186.96,6.36,3.81,0.15,4.27,71.62
0.75,646.85,410.88,166.79,4.87,4.77,0.34,1.69,80.19
0.89,664.67,385.69,169.18,6.32,4.19,0.23,1.23,78.67
0.82,755.17,347.2,179.88,6.99,3.71,0.22,3.86,77.21
0.88,658.61,383.72,202.74,3.59,4.38,0.3,1.11,55.12
0.87,574.65,355.05,153.11,5.34,3.52,0.3,4.65,69.49
0.81,765.77,313.56,164.94,5.51,2.2,0.29,0.71,72.5
0.78,578.09,365.71,203.41,6.93,2.72,0.14,0.4,43.26
0.83,596.91,344.33,203.67,3.95,3.87,0.36,1.07,39.74
0.82,651.93,414.18,116.24,4.58,2.95,0.02,0.78,97.33
0.81,742.62,394.18,200.15,4.99,3.93,0.19,3.52,71.2
0.92,722.12,342.61,157.74,5.46,3.55,0.27,3.11,80.99
0.89,718.14,305.78,129.84,4.81,2.96,0.25,4.85,84.25
0.96,745.35,373.24,172.03,3.95,4.11,0.06,0.76,76.51
0.63,581.42,356.04,160.17,5.14,2.8,0.33,0.35,61.54
0.83,634.75,364.63,210.27,5.63,3.14,0.27,3.08,44.84
0.85,570.9,249.98,147.22,6.93,2.73,0.19,0.1,46.44
0.82,739.16,405.19,117.77,4.31,3.11,0.35,4.25,117.16
0.62,667.7,386.19,176.88,5.13,4.44,0.01,3.89,72.68
0.79,559.21,296.34,116.65,6.76,3.47,0.15,3.25,72.94
0.84,560.96,274.46,216.01,5.91,2.26,0.25,4.46,19.09
0.93,641.63,327.09,110.27,6.12,2.62,0,3.98,93
0.72,538.25,348.85,112.35,6.49,3.84,0.18,0.42,76.68
0.78,631.58,262.34,200.72,5.42,3.31,0.34,1.12,35.18
0.8,666.83,308.32,169.82,6.04,3.98,0.33,0.85,63.97
0.77,516.16,247.73,213.89,5.06,2.15,0.19,3.91,6.76
0.93,802.21,256.18,130.83,4.56,4.51,0.39,4.97,88.73
0.93,705.97,259.62,189.86,5.42,2.53,0.18,3.43,44.11
0.75,622.58,255.17,220.18,5.35,3.99,0.07,0.37,13.31
0.64,706.35,327.19,155.21,4.37,3.12,0.22,1,70.07
0.92,753.1,295.87,212.04,6.87,2.93,0.18,4.47,50.86
0.87,646.21,276.09,215.64,5.03,2.87,0.32,1.66,25.7
0.98,673.54,292.71,196.15,3.59,4.13,0.17,0.74,39.93
0.95,621.31,375.44,154.33,5.37,3.61,0.29,3.44,76.61
0.88,742.84,249.27,168.62,3.99,3.44,0.28,3.78,56.94
0.9,615.38,409.22,215.69,6.34,2.48,0.32,1.13,48.63
0.96,695.34,338.59,205.84,6.43,2.11,0.34,2.56,51.27
0.65,753.29,258.27,169.65,5.99,2.24,0.04,4.8,60.3
0.96,658.28,391.58,144.64,6.91,4.27,0.28,3.76,95.18
0.71,621.57,392.4,189.41,5.89,4.69,0.06,1.56,57.79
0.67,747.88,398.2,168.83,5.75,3.69,0.38,1.59,85.57
0.93,738.63,249.82,145.48,6.72,2.44,0.23,2.03,68.57
0.65,760,325.44,144.66,5.1,2.21,0.16,3.95,86.98
0.91,625.5,379.2,115.4,4.65,4.21,0.09,1.37,93.18
0.65,781.55,355.34,203.64,4,3.66,0.22,0.7,60.17
0.77,606.52,335.29,199.44,4.08,2.98,0.18,1.19,40.62
0.76,672.5,290.27,209.68,5.63,3.71,0.3,3.39,38.3
0.79,664.97,297.08,130.05,3.7,3.19,0.17,3.81,77.99
0.82,608.29,270.96,197.74,3.98,3.46,0.2,0.07,25.39
0.89,791.8,262.64,116.88,4.28,3.81,0.16,2.27,91.45
0.96,612.44,253.33,124.26,4.79,3.04,0.03,3.75,66.38
0.81,670.43,381.79,114.68,6.13,2.97,0.2,2.05,101.32
0.73,699.54,310.67,142.76,5.5,4.06,0.09,4.86,79.67
0.72,566.92,355.67,211.7,5.27,2.4,0.3,4.2,38.36
0.77,740.99,289.39,121.54,4.6,3.16,0.21,1.25,84.48
0.75,719.18,285.26,110.74,4.82,3.45,0.38,4.64,93.36
0.73,572.71,398.81,159.69,5.59,3.29,0.3,2.44,70.55
0.81,652.45,277.53,137.08,6.44,2.73,0.22,0.75,66.66
0.66,600.73,320.6,178.8,4.59,2.04,0.22,0.73,43.89
0.93,709.16,258.71,181.78,4.99,3.06,0.07,2.66,45.68
0.71,570.81,308.03,159.45,6.27,4.83,0.33,3.77,58.26
0.75,580.46,273.1,211.12,3.76,4.99,0.06,4.36,25.92
0.72,781.49,283.85,197.91,5.96,4.78,0.04,0.37,52.27
0.77,688.38,333.83,168.23,6.06,3.81,0.22,2.55,67.48
0.85,713.89,352.54,201.69,4.65,2.88,0.28,2.9,59.2
0.96,617,293.84,143.7,6.04,2.58,0.04,4.49,66.57
0.65,525.16,272.46,187.1,4.31,4.93,0.03,1.4,23.5
0.87,687.47,389.88,123.61,6.38,2.45,0.2,1.4,102.61
0.93,706.6,269.21,184.53,5.98,4.88,0.21,0.89,47.63
0.82,616.99,411.6,126.76,6.66,2.27,0.14,2.25,99.61
0.93,733.57,365.5,138.18,5.62,5,0.38,0.37,92.1
0.79,527.14,378.96,168.43,4.8,3.36,0.27,0.65,57.01
0.96,730.33,280.26,170.02,6.2,2.63,0.39,3.48,61.6
0.9,545.21,329.77,121.02,5.65,4.74,0.39,4.24,76.48
0.84,612.39,353.21,182.9,6.45,2.53,0.03,2.76,55.99
0.66,742.22,271.25,166.08,4.3,2.82,0.16,1.7,62.73
0.81,680.4,386.2,172.31,6.95,4.38,0.26,1.64,78.09
0.94,612.06,370.26,132.02,3.73,2.16,0.02,2.98,82.82
0.91,647.27,269.88,216.8,5.5,2.18,0.3,4.23,28.86
0.86,748.18,291.63,194.34,6.83,3.97,0.31,3.4,58.19
0.7,805.36,250.27,140.38,4.49,2.93,0.28,3.78,80
0.8,787.16,395.27,202.06,3.62,2.76,0.26,4.36,73.42
0.94,707.34,336.56,160.23,5.99,2.54,0.09,2.81,73.81
0.73,571.38,342.21,121,3.88,4.46,0.24,2.64,74.09
0.66,566.49,397.33,125.03,4.47,2.36,0.39,1.96,83.22
0.94,785.53,369.51,164.31,4.78,4.74,0.11,0.49,85.78
0.74,548.14,359.8,180.5,6.3,2.91,0.26,3.28,54.31
0.64,577.41,314.57,183.59,5.42,4.69,0.31,1.63,41.5
0.93,531.6,342.51,121.64,4.01,4.62,0.26,3.01,75.27
0.92,616.98,292.06,195.11,4.11,3.29,0.13,3.66,39.35
0.68,606.18,359.28,159.79,5.58,3.7,0.24,2.3,66.27
0.76,551.65,337.2,136.36,5.24,2.42,0.11,2.81,65.61
0.69,559.77,330.63,134.78,5.98,4.24,0.18,4.44,73.28
0.64,718.58,331.18,217.61,5.18,2.98,0.36,1.72,45.9
0.78,781.22,273.61,145.26,3.7,2.13,0.23,0.59,76.03
0.87,552.86,343.01,137.46,6.01,2.11,0.33,4.54,74.95
0.87,747.7,256.1,144,5.4,3.92,0.23,2.63,70.97
0.7,684.35,250.9,202.2,6.35,3.61,0.33,0.1,35.75
0.69,715.21,358.25,189.67,3.82,2.08,0.13,4.04,62.01
0.8,789.28,295.3,197.98,4.66,3.2,0.38,0.91,53.4
0.9,713.93,295.49,120.65,4.81,2.92,0.36,2.18,87.26
0.85,684.46,298.63,209.71,6.6,2.54,0.19,1.99,37.8
0.7,546.65,261.09,132.62,3.52,3.35,0.32,4.34,52.25
0.77,556.73,342.6,184.64,6.86,2.39,0.13,0.94,43.41
0.77,527.7,304.88,165.3,5.59,3.84,0.27,2.7,43.49
0.86,605.75,310.09,119.21,3.75,3.25,0.02,2.43,72.3
0.7,626.44,333.79,206.04,5.82,2.33,0.06,4.19,40.89
0.82,649.04,370.11,141.83,4.54,4.17,0.2,1.24,76.54
0.68,705.86,252.88,217.62,5.72,2.01,0.01,4.88,27.91
0.81,544.33,375.03,128.67,3.5,2.48,0.13,0.72,70.56
0.64,697.8,362.4,150.28,5.48,2.62,0.15,4.29,85.8
0.75,741.45,344.84,188.69,6.08,3.51,0.36,1.39,64.48
0.91,785.76,282.19,136.12,6.86,2.73,0.09,2.63,87.98
0.78,596.47,381.7,205.12,5.3,2.3,0.37,4.88,51.44
0.72,759.47,276.52,144.98,4.88,4.66,0.21,1.54,75.85
0.98,695.88,415.83,178.81,4.53,2.25,0.04,1.17,73.22
0.91,727.33,410.75,179.82,6.34,2.02,0.08,0.46,76.08
0.65,787.9,352.41,202.76,6.68,2.5,0.25,2.81,68.53
0.86,670.55,249.59,112.52,6.33,3.31,0.02,3.46,80.14
0.97,666.97,378.8,158.89,3.65,4.32,0.12,1.23,75.03
0.95,770.96,313.95,134.06,6.38,3.39,0.2,0.92,91.07
0.9,610.56,304.36,132.61,4.27,3.49,0.06,0.53,70.15
0.69,675.87,376.62,183.21,3.64,4.35,0.24,1.96,63.86
0.85,730.1,378.41,191.61,3.8,3.96,0.02,3.09,71.57
0.7,671.83,401.18,142.35,3.51,2.09,0.26,3.12,84.64
0.65,636.53,313.63,190.84,4.74,4.18,0.26,0.66,47.58
0.63,782.83,264.36,198.12,5.91,4.14,0.19,3.71,51.73
0.79,787.73,333.43,134.68,5.88,2.22,0.34,1.32,95.12
0.66,629.43,367.84,199.58,4.72,3.47,0.07,4.93,52.83
0.96,764.09,297.12,175.95,4.9,4.88,0.03,2.83,64.06
0.63,560.56,392.42,147,4.2,3.81,0.11,4.2,71.41
0.67,540.31,254.59,189.97,4.43,2.37,0.35,2.95,20.41
0.67,771.38,282.68,189.02,6.91,4.33,0.21,1.44,61.88
0.73,774.9,293.98,123.28,4.51,4.81,0.2,1.09,89.01
0.67,731.14,257.06,160.04,5.23,3.91,0.38,1.45,64.45
0.91,619.71,321.08,160.84,6.27,2.01,0.2,3.15,60.03
0.72,551.02,330.76,200.98,4.67,4.84,0.15,4.01,36.02
0.65,775.6,395.18,138.72,5.94,2.42,0.21,3,105.02
0.71,553.75,285.36,134.77,6.11,4.31,0.39,3.05,63.25
0.75,572.99,349.44,112.58,4.96,2.13,0.14,1.27,81.03
0.74,756.94,323.04,134.57,6.28,4.05,0.15,0.62,90.4
0.72,610.01,329.16,159.69,6.64,3.31,0,4.46,62.98
0.93,528.19,338.67,150.67,6.3,3.02,0.04,0.39,58.44
0.93,531.19,394.33,164.11,4.05,4.44,0.01,3.68,61.71
0.7,521.26,368.66,196,5.23,2.07,0.01,0.26,36.99
0.81,520.31,257.28,211.01,4.21,4.59,0.31,4.97,10.37
0.66,756.39,391.2,141.49,5.29,4.91,0.36,3.9,104.52
0.83,806.86,406.17,133.25,6.58,4.33,0.34,1.47,117.99
0.82,701.91,300.13,198.05,6.36,2.74,0.35,3.86,53.8
0.78,547.92,307.06,161.34,5.75,4.47,0.12,4.35,53.11
0.67,684.89,373.06,173.11,4.3,3.18,0.38,0.4,73.19
0.72,662.69,333.33,160.26,4.46,3.64,0.12,4.78,71.75
